Date,Price,High,Low,Close,,Volume
01-01-2022,3683.047119,3769.917969,3682.286621,3769.697021,,9776191466
02-01-2022,3769.29834,3836.161865,3727.357422,3829.564941,,9881471548
03-01-2022,3829.535645,3836.19873,3698.047607,3761.380371,,12080777893
04-01-2022,3761.361572,3876.785156,3723.349854,3794.056641,,14030925983
05-01-2022,3794.269043,3842.059814,3456.745361,3550.386963,,18061338502
06-01-2022,3549.708984,3549.708984,3335.376709,3418.408203,,24293791313
07-01-2022,3417.837891,3420.461914,3117.381348,3193.210449,,24494179209
08-01-2022,3193.502441,3240.304443,3020.880859,3091.972656,,16037732700
09-01-2022,3091.696289,3206.790771,3075.911377,3157.751465,,12334683863
10-01-2022,3157.570557,3177.213379,2947.683594,3083.0979,,19535744145
11-01-2022,3082.990967,3247.511963,3061.140625,3238.111572,,15211447193
12-01-2022,3238.449951,3401.219971,3216.718018,3372.258301,,16662871689
13-01-2022,3372.10498,3396.969727,3247.91748,3248.288574,,15294466275
14-01-2022,3248.648682,3330.766113,3203.82373,3310.001465,,13562957230
15-01-2022,3309.844238,3364.537842,3278.670898,3330.530762,,9619999078
16-01-2022,3330.387207,3376.401123,3291.563721,3350.921875,,9505934874
17-01-2022,3350.947266,3355.819336,3157.224121,3212.304932,,12344309617
18-01-2022,3212.287598,3236.016113,3096.123535,3164.025146,,13024154091
19-01-2022,3163.850342,3171.158447,3055.212402,3095.825928,,13187424144
20-01-2022,3095.271729,3265.336914,3000.908203,3001.120117,,10645922764
21-01-2022,3002.956787,3029.081055,2496.812988,2557.931641,,26796291874
22-01-2022,2561.145264,2615.247314,2330.247314,2405.181152,,27369692036
23-01-2022,2406.924316,2542.144775,2381.515137,2535.039063,,16481489511
24-01-2022,2535.891113,2537.208496,2172.30127,2440.352295,,28220804648
25-01-2022,2440.393555,2498.50708,2359.384766,2455.935059,,16179776932
26-01-2022,2455.579102,2705.78418,2417.683105,2468.030273,,21229909340
27-01-2022,2467.188477,2510.45166,2328.452148,2423.001221,,16126522783
28-01-2022,2421.646973,2548.778564,2367.83374,2547.092041,,14666227351
29-01-2022,2546.590576,2627.609375,2526.989746,2597.084717,,11172062661
30-01-2022,2598.564941,2631.408447,2550.460938,2603.466553,,9501221177
31-01-2022,2603.263428,2697.735352,2489.072266,2688.278809,,13778234614
01-02-2022,2687.898926,2802.31543,2682.621826,2792.117188,,13194846235
02-02-2022,2791.958984,2802.212158,2630.120361,2682.854004,,13876301217
03-02-2022,2682.226074,2712.482666,2587.783447,2679.162598,,12755505065
04-02-2022,2681.057617,2983.586914,2675.443848,2983.586914,,18987223729
05-02-2022,2984.446045,3054.130127,2966.781006,3014.648193,,13102093957
06-02-2022,3014.959717,3061.26123,2965.429932,3057.476074,,9466018022
07-02-2022,3057.422119,3182.52832,3002.927002,3142.470703,,15197063785
08-02-2022,3143.008545,3219.472656,3038.37793,3122.608643,,17136080906
09-02-2022,3121.182617,3263.155762,3063.160156,3239.457031,,13951308490
10-02-2022,3240.113037,3271.316162,3070.378174,3077.482178,,18629485080
11-02-2022,3077.413086,3127.450684,2888.707764,2927.383545,,16043881065
12-02-2022,2927.386475,2980.079346,2870.177002,2917.362793,,11254355757
13-02-2022,2916.789551,2947.776611,2845.397705,2883.463379,,9054963563
14-02-2022,2880.187744,2957.963623,2840.257568,2933.479004,,12164552172
15-02-2022,2933.729004,3185.520752,2917.857178,3179.877197,,13921257873
16-02-2022,3180.446777,3181.616943,3055.168213,3127.830078,,12352406833
17-02-2022,3126.858398,3154.615234,2861.852051,2881.481934,,15860206214
18-02-2022,2884.340576,2937.308594,2761.643311,2785.727539,,15748173433
19-02-2022,2784.872803,2826.3479,2707.378418,2763.701172,,9774183169
20-02-2022,2763.756592,2763.756592,2585.946289,2628.648438,,11641437834
21-02-2022,2627.665527,2752.458496,2568.254395,2573.816162,,18646392740
22-02-2022,2572.898682,2648.916748,2510.678711,2639.299316,,16360200507
23-02-2022,2639.447021,2741.368408,2587.412842,2590.359619,,13382637240
24-02-2022,2588.16626,2689.047607,2308.914795,2598.067139,,29312342666
25-02-2022,2598.436279,2821.972412,2579.208008,2764.535645,,17208902048
26-02-2022,2764.989502,2849.424072,2745.009033,2781.111816,,11724648351
27-02-2022,2780.504395,2831.125488,2581.615723,2621.801758,,16150857254
28-02-2022,2621.172119,2929.18042,2586.388184,2919.201172,,19266124733
01-03-2022,2919.775879,3029.651611,2868.938965,2972.485107,,18757425786
02-03-2022,2972.471924,3026.868164,2919.943115,2950.118408,,16636517503
03-03-2022,2950.156738,2964.67334,2797.319336,2834.468994,,13091199728
04-03-2022,2834.987305,2835.17627,2587.748291,2617.156006,,14496939024
05-03-2022,2618.473633,2679.102539,2596.98999,2664.831055,,8072368396
06-03-2022,2664.943604,2673.637207,2555.037354,2555.037354,,8872976607
07-03-2022,2555.297607,2639.943115,2455.59375,2497.77124,,14594098731
08-03-2022,2497.721436,2618.166016,2489.755127,2576.747559,,13922922903
09-03-2022,2577.165283,2761.796387,2573.655273,2729.783447,,14173665398
10-03-2022,2729.116455,2729.116455,2566.193115,2608.048584,,13292477213
11-03-2022,2608.27124,2664.558594,2534.688232,2559.562988,,12382419582
12-03-2022,2559.660645,2606.438721,2559.126953,2574.75415,,6532996574
13-03-2022,2573.488037,2594.549805,2503.885254,2518.94458,,8632000379
14-03-2022,2518.486328,2604.034424,2505.299316,2590.696045,,11244398839
15-03-2022,2590.668945,2662.32959,2515.765869,2620.149658,,12861105614
16-03-2022,2620.028564,2781.307129,2610.764404,2772.055664,,17915109769
17-03-2022,2771.964111,2826.160645,2751.560791,2814.854492,,12685265194
18-03-2022,2814.43457,2973.616211,2774.855713,2945.343018,,15830879093
19-03-2022,2944.72168,2979.987061,2910.802246,2946.25708,,11576463120
20-03-2022,2946.547607,2956.965576,2826.107422,2860.459229,,12684727326
21-03-2022,2860.103271,2954.556641,2838.250488,2897.976563,,15206116098
22-03-2022,2897.77417,3040.382813,2892.544434,2973.131104,,16830539230
23-03-2022,2973.14502,3036.752197,2933.306641,3031.067139,,16008767658
24-03-2022,3031.060791,3118.387695,3012.32666,3108.062012,,18070503166
25-03-2022,3108.448975,3183.958008,3087.490723,3106.671387,,17030503831
26-03-2022,3106.405273,3146.825439,3091.825439,3143.178955,,8876420740
27-03-2022,3143.795654,3291.577637,3129.997803,3291.577637,,13431866834
28-03-2022,3292.32251,3424.019287,3279.0271,3336.634521,,20620450770
29-03-2022,3335.02124,3470.186279,3335.02124,3401.987793,,19533323636
30-03-2022,3401.526123,3435.286133,3349.237061,3385.157959,,15302506131
31-03-2022,3385.289307,3435.128418,3272.93457,3281.642822,,17685495686
01-04-2022,3282.576172,3467.555908,3223.891357,3449.552246,,20982988937
02-04-2022,3449.788574,3521.284668,3442.000244,3445.059326,,23571556215
03-04-2022,3444.810547,3573.960205,3421.259766,3522.833496,,15333808649
04-04-2022,3522.36499,3535.148193,3422.000977,3521.241211,,18209969743
05-04-2022,3521.239746,3546.706787,3410.547607,3411.79248,,16681503199
06-04-2022,3411.672119,3411.672119,3171.205078,3171.691895,,25632563639
07-04-2022,3172.197266,3263.474609,3155.581055,3233.274658,,16745496605
08-04-2022,3233.272461,3301.607422,3179.142334,3192.073975,,17557050669
09-04-2022,3191.976074,3261.963135,3187.469238,3261.91626,,9908112156
10-04-2022,3261.291504,3303.003174,3211.866943,3211.866943,,10427054790
11-04-2022,3209.576904,3214.461914,2962.756592,2981.052246,,21891804831
12-04-2022,2981.420654,3077.452637,2957.872314,3030.376465,,20235707410
13-04-2022,3029.87793,3123.575439,3006.481689,3118.344238,,16088473629
14-04-2022,3117.821777,3139.928711,2988.435303,3019.909424,,15821419931
15-04-2022,3020.134521,3044.287354,3001.123291,3040.916504,,11256651536
16-04-2022,3041.123291,3074.886963,3016.421143,3062.310303,,8766710365
17-04-2022,3061.881836,3075.775879,2989.043945,2993.40332,,10463091281
18-04-2022,2993.483887,3062.520996,2893.912842,3057.606689,,18629381299
19-04-2022,3057.570313,3125.084229,3035.535156,3104.106445,,14156035096
20-04-2022,3103.935059,3157.885742,3045.28833,3077.74585,,15547362265
21-04-2022,3077.829346,3173.451416,2962.4104,2987.480713,,20783591093
22-04-2022,2986.938721,3024.854492,2942.358643,2964.835693,,16782795477
23-04-2022,2964.802246,2975.322754,2926.740234,2938.114014,,9116955609
24-04-2022,2937.347168,2961.88208,2922.128662,2922.732666,,9696829579
25-04-2022,2922.990234,3018.415527,2804.50708,3009.393555,,22332690614
26-04-2022,3008.946289,3026.415039,2786.253174,2808.29834,,19052045399
27-04-2022,2808.645996,2911.877441,2802.273438,2888.929688,,17419284041
28-04-2022,2888.849854,2973.13501,2861.821533,2936.940918,,18443524633
29-04-2022,2936.776611,2943.445801,2782.435303,2815.601807,,18771041399
30-04-2022,2815.533447,2836.827637,2727.40625,2730.186768,,13520941867
01-05-2022,2729.994141,2838.704346,2728.078857,2827.756104,,15332730152
02-05-2022,2827.614014,2874.145996,2785.522949,2857.4104,,18609741545
03-05-2022,2857.152344,2859.193359,2762.118652,2783.476318,,13026093219
04-05-2022,2783.131104,2956.686768,2779.273682,2940.644775,,18186749944
05-05-2022,2940.226563,2948.960693,2704.91626,2749.213135,,22642925048
06-05-2022,2748.931641,2754.837646,2645.335205,2694.979736,,21027599270
07-05-2022,2694.991943,2696.652832,2599.523438,2636.093018,,13369276367
08-05-2022,2636.121826,2638.830566,2498.430176,2517.459961,,20802269935
09-05-2022,2518.508301,2528.258057,2238.062744,2245.43042,,36333567678
10-05-2022,2242.650391,2450.760254,2206.756836,2343.510986,,38202099639
11-05-2022,2342.75415,2441.079346,2018.855591,2072.108643,,45743399154
12-05-2022,2072.504639,2170.458008,1748.303101,1961.701538,,42463486402
13-05-2022,1960.122559,2139.713379,1941.975952,2014.418213,,24816096567
14-05-2022,2014.28064,2063.429932,1956.572998,2056.273926,,15457044616
15-05-2022,2056.183105,2147.194336,2008.16272,2145.706787,,14846088335
16-05-2022,2145.836914,2145.836914,1988.811768,2022.725952,,21459552191
17-05-2022,2022.882324,2113.059814,2015.971558,2090.40918,,18509929297
18-05-2022,2090.459961,2102.32666,1916.656128,1916.656128,,17740965589
19-05-2022,1916.149536,2028.388184,1907.020508,2018.336182,,18734247914
20-05-2022,2018.000122,2054.795898,1926.676758,1961.315674,,15892482289
21-05-2022,1961.017944,1985.395996,1944.265137,1974.518311,,8546822406
22-05-2022,1974.670654,2047.191406,1966.038818,2043.170166,,10941123403
23-05-2022,2042.344727,2080.333496,1964.386597,1972.181885,,16434529708
24-05-2022,1972.390869,1991.535522,1920.68811,1978.982788,,13057109007
25-05-2022,1978.677002,2014.369507,1943.938599,1944.827881,,13364545730
26-05-2022,1945.033325,1962.171143,1759.199585,1803.91333,,23458681818
27-05-2022,1802.543823,1814.656494,1721.264771,1724.922852,,25470760032
28-05-2022,1724.635986,1757.941772,1724.635986,1757.941772,,23214777872
29-05-2022,1792.184448,1818.776611,1765.937378,1812.031006,,10642556101
30-05-2022,1811.885986,2005.210815,1804.456055,1996.441284,,19580808705
31-05-2022,1996.408081,2005.490967,1932.352051,1942.328003,,18363115560
01-06-2022,1942.050659,1965.166626,1776.053223,1823.569336,,21037797760
02-06-2022,1822.412109,1845.313965,1789.664185,1834.150513,,17065041354
03-06-2022,1834.13501,1840.058838,1746.509766,1775.078613,,14878001811
04-06-2022,1775.220825,1810.299683,1751.533325,1801.609497,,8677951273
05-06-2022,1801.81897,1825.859619,1777.133301,1805.204956,,8850385937
06-06-2022,1805.635986,1915.030518,1804.990234,1859.289673,,16518471852
07-06-2022,1859.33374,1862.914917,1729.413574,1814.04834,,24020076750
08-06-2022,1814.100708,1830.676025,1770.231201,1793.572266,,18041476023
09-06-2022,1793.512817,1827.293091,1779.867554,1789.82605,,12013083393
10-06-2022,1789.689941,1797.607788,1663.43396,1665.042236,,18504740451
11-06-2022,1665.217896,1679.314209,1507.03894,1529.663452,,21127089064
12-06-2022,1530.189697,1539.705078,1436.18396,1445.216553,,23465074882
13-06-2022,1443.835449,1448.738037,1181.948242,1204.582764,,45162788786
14-06-2022,1204.555298,1252.471802,1094.701904,1211.662842,,33327826525
15-06-2022,1211.365967,1236.627563,1025.684204,1233.206421,,37539999450
16-06-2022,1233.603516,1246.140625,1058.784546,1067.730713,,18907671369
17-06-2022,1067.987671,1112.471558,1060.867676,1086.519287,,14591486540
18-06-2022,1086.37793,1095.16687,896.109009,993.63678,,21655406608
19-06-2022,993.400635,1142.34082,943.116333,1127.656494,,21795481981
20-06-2022,1127.65625,1159.985352,1066.113159,1127.642456,,19739691429
21-06-2022,1127.511841,1185.432495,1112.572632,1124.824585,,15632089439
22-06-2022,1125.372925,1126.261719,1049.763306,1051.421875,,15010593493
23-06-2022,1051.329346,1146.494263,1050.219604,1143.386719,,14657862919
24-06-2022,1143.204712,1238.616943,1134.514038,1226.844727,,16981552654
25-06-2022,1226.724731,1246.394287,1184.562012,1243.446899,,12481946184
26-06-2022,1242.987549,1272.131226,1199.406372,1199.831665,,12096607824
27-06-2022,1199.713135,1234.180786,1179.79248,1193.680664,,12492225250
28-06-2022,1193.254028,1229.739014,1141.159668,1144.579224,,14023205651
29-06-2022,1144.524414,1152.684814,1092.099121,1098.943848,,15386286815
30-06-2022,1099.353149,1103.69043,1009.094849,1067.298828,,16350755497
01-07-2022,1068.316772,1100.223877,1040.150757,1059.767334,,17499453625
02-07-2022,1060.121216,1073.052612,1033.962158,1066.512817,,9935603640
03-07-2022,1066.467407,1083.418945,1044.005615,1073.766968,,8557248150
04-07-2022,1073.794312,1152.943848,1048.396362,1151.059082,,13670889311
05-07-2022,1150.509766,1165.682739,1086.829956,1134.541016,,16195518291
06-07-2022,1134.822266,1193.636719,1116.247559,1186.973999,,15373536703
07-07-2022,1186.960938,1246.894897,1165.623169,1237.593384,,14230795894
08-07-2022,1237.580322,1262.885742,1200.632202,1222.506226,,16315929082
09-07-2022,1222.306885,1228.767944,1209.377563,1216.978271,,8821353104
10-07-2022,1216.904419,1216.904419,1157.175537,1168.401611,,10984558039
11-07-2022,1168.139038,1169.193848,1095.002808,1097.236572,,12064180410
12-07-2022,1097.259155,1097.259155,1038.13562,1038.19165,,12583282453
13-07-2022,1038.186646,1113.587158,1019.220337,1113.587158,,18302588147
14-07-2022,1113.515747,1202.953369,1077.405762,1191.526245,,16688640823
15-07-2022,1191.674805,1275.778198,1182.903198,1233.12915,,17411448225
16-07-2022,1232.791626,1377.94458,1195.605957,1352.626465,,18364013796
17-07-2022,1353.205078,1378.41748,1329.763306,1338.635742,,16079711737
18-07-2022,1338.80603,1578.717896,1338.80603,1578.717896,,27440420623
19-07-2022,1578.383911,1607.033081,1501.797485,1542.97522,,27753529276
20-07-2022,1542.954346,1612.645752,1500.803223,1520.200684,,22942708340
21-07-2022,1520.374512,1595.761963,1472.185425,1576.749512,,20009556587
22-07-2022,1576.745361,1641.209229,1523.641724,1537.405151,,18926100582
23-07-2022,1536.457397,1591.632568,1495.678101,1549.297485,,14998811383
24-07-2022,1549.222534,1654.428711,1548.671143,1599.476685,,17217849557
25-07-2022,1599.157227,1605.336914,1445.383423,1445.383423,,20585056021
26-07-2022,1445.151123,1445.151123,1362.95166,1441.806763,,18238563509
27-07-2022,1443.726807,1636.799438,1423.618896,1636.232666,,23007524016
28-07-2022,1636.231934,1774.576416,1604.890991,1725.46814,,27231399966
29-07-2022,1725.623901,1759.884033,1662.791138,1727.406982,,23249531113
30-07-2022,1727.06189,1738.016846,1678.108032,1695.969482,,15576977870
31-07-2022,1695.884766,1745.883179,1672.612793,1681.517334,,14200735370
01-08-2022,1681.445557,1700.170898,1613.416016,1635.195801,,16191371176
